Product Title,Price,Rating,Reviews,Product URL
American Tourister 32 Ltrs Black Casual Backpack (AMT FIZZ SCH BAG 02 - BLACK),"1,299.",4.1 out of 5 stars,"['51,370', 'ratings']",https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_1?crid=2M096C61O4MLT&keywords=bags&qid=1675424363&sprefix=ba%2Caps%2C283&sr=8-1
Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),565.,4.3 out of 5 stars,"['9,226', 'ratings']",https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=sr_1_2?crid=2M096C61O4MLT&keywords=bags&qid=1675424363&sprefix=ba%2Caps%2C283&sr=8-2
Skybags Brat Black 46 Cms Casual Backpack,669,4.1 out of 5 stars,"['3,368', 'ratings']",https://www.amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_3?crid=2M096C61O4MLT&keywords=bags&qid=1675424363&sprefix=ba%2Caps%2C283&sr=8-3
Kuber Industries Women's Handkerchief Set (Cream),312.,3.8 out of 5 stars,"['472', 'ratings']",https://www.amazon.in/Kuber-Industries-Handcrafted-Embroidered-Handbag/dp/B082VDVJGM/ref=sxin_15?asc_contentid=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.feb2b32b-0085-4665-973c-36b431684408%3Aamzn1.sym.feb2b32b-0085-4665-973c-36b431684408&creativeASIN=B082VDVJGM&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B082VDVJGM&pd_rd_r=eb189e62-eb3d-46aa-9c00-2acf1ef66d70&pd_rd_w=LcD4F&pd_rd_wg=Y431A&pf_rd_p=feb2b32b-0085-4665-973c-36b431684408&pf_rd_r=0TGR415NAQEBVX4KYC3X&qid=1675424363&sprefix=ba%2Caps%2C283&sr=1-1-c84eb971-91f2-4a4d-acce-811265c24254&tag=idivaosp-21
Fiesto Fashion PU Leather Handbags With Sling Bag For Women Large Shoulder Tote Purse Top Handle Satchel (Combo Of 3),615.,3.9 out of 5 stars,"['4,073', 'ratings']",https://www.amazon.in/Fiesto-Fashion-Womens-Handbag-FIESTO33_Blue/dp/B082Z33ZDS/ref=sxin_15?asc_contentid=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.feb2b32b-0085-4665-973c-36b431684408%3Aamzn1.sym.feb2b32b-0085-4665-973c-36b431684408&creativeASIN=B082Z33ZDS&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B082Z33ZDS&pd_rd_r=eb189e62-eb3d-46aa-9c00-2acf1ef66d70&pd_rd_w=LcD4F&pd_rd_wg=Y431A&pf_rd_p=feb2b32b-0085-4665-973c-36b431684408&pf_rd_r=0TGR415NAQEBVX4KYC3X&qid=1675424363&sprefix=ba%2Caps%2C283&sr=1-2-c84eb971-91f2-4a4d-acce-811265c24254&tag=idivaosp-21
ADISA women girls embroided sling bag,495,4.2 out of 5 stars,"['1,412', 'ratings']",https://www.amazon.in/ADISA-women-girls-black-embroided/dp/B08RWBP3H2/ref=sxin_15?asc_contentid=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.feb2b32b-0085-4665-973c-36b431684408%3Aamzn1.sym.feb2b32b-0085-4665-973c-36b431684408&creativeASIN=B08RWBP3H2&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B08RWBP3H2&pd_rd_r=eb189e62-eb3d-46aa-9c00-2acf1ef66d70&pd_rd_w=LcD4F&pd_rd_wg=Y431A&pf_rd_p=feb2b32b-0085-4665-973c-36b431684408&pf_rd_r=0TGR415NAQEBVX4KYC3X&qid=1675424363&sprefix=ba%2Caps%2C283&sr=1-3-c84eb971-91f2-4a4d-acce-811265c24254&tag=idivaosp-21
Lapis O Lupo Women Vegan Leather Handbags Flower Embroidered Bags Fashion Satchel Bags Top Handle,"1,039.",4.2 out of 5 stars,"['3,600', 'ratings']",https://www.amazon.in/Lapis-Lupo-Flower-Embroidery-Handbag/dp/B07RXYSJHF/ref=sxin_15?asc_contentid=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.feb2b32b-0085-4665-973c-36b431684408%3Aamzn1.sym.feb2b32b-0085-4665-973c-36b431684408&creativeASIN=B07RXYSJHF&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B07RXYSJHF&pd_rd_r=eb189e62-eb3d-46aa-9c00-2acf1ef66d70&pd_rd_w=LcD4F&pd_rd_wg=Y431A&pf_rd_p=feb2b32b-0085-4665-973c-36b431684408&pf_rd_r=0TGR415NAQEBVX4KYC3X&qid=1675424363&sprefix=ba%2Caps%2C283&sr=1-4-c84eb971-91f2-4a4d-acce-811265c24254&tag=idivaosp-21
ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue),499.,3.9 out of 5 stars,"['462', 'ratings']",https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_4?crid=2M096C61O4MLT&keywords=bags&qid=1675424363&sprefix=ba%2Caps%2C283&sr=8-4
Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel,889.,4.3 out of 5 stars,"['5,318', 'ratings']",https://www.amazon.in/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1675424363&sprefix=ba%2Caps%2C283&sr=8-5
"Wesley Unisex Milestone Casual Waterproof Laptop Office School College Business Travel Backpack 25 L (Dimensions: 12.5x18 inches) (Compatible with 15.6 inch laptops), Navy Blue",498.,4.3 out of 5 stars,"['12,103', 'ratings']",https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1675424363&sprefix=ba%2Caps%2C283&sr=8-6
"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",349.,4.1 out of 5 stars,"['7,630', 'ratings']",https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1675424363&sprefix=ba%2Caps%2C283&sr=8-7
DEIN KLEIDER Men's Nylon Messenger Bag,349.,4.0 out of 5 stars,"['4,397', 'ratings']",https://www.amazon.in/Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1675424363&sprefix=ba%2Caps%2C283&sr=8-8
"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",699.,3.9 out of 5 stars,"['2,184', 'ratings']",https://www.amazon.in/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B26VHXV/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1675424363&sprefix=ba%2Caps%2C283&sr=8-9
ADISA Light Weight Laptop Backpack 32 Ltrs,499.,4.0 out of 5 stars,"['5,547', 'ratings']",https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1675424363&sprefix=ba%2Caps%2C283&sr=8-10
Blue Tree Kids School Bag Soft Plush Backpack Cartoon Bags Mini Travel Bag for for Girls Boys Toddler Baby Konggi Rabbit & Spiderman,399.,4.2 out of 5 stars,"['7', 'ratings']",https://www.amazon.in/Blue-Tree-Backpack-Cartoon-Spiderman/dp/B097NH6X4C/ref=sxin_24_trfob_0_B097NH6X4C?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B097NH6X4C&pd_rd_r=eb189e62-eb3d-46aa-9c00-2acf1ef66d70&pd_rd_w=t1Wks&pd_rd_wg=Y431A&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=0TGR415NAQEBVX4KYC3X&qid=1675424363&sprefix=ba%2Caps%2C283&sr=1-1-cc7a04fe-cc55-42ad-b883-1b910070c86a
Blue Tree Kids School Bag Soft Plush Backpack Combo Cartoon Bags Mini Travel Bag for for Girls Boys Toddler Baby (Pack of 2),399.,4.0 out of 5 stars,"['4', 'ratings']",https://www.amazon.in/School-Backpack-Cartoon-Travel-Toddler/dp/B08WWG91Q3/ref=sxin_24_trfob_1_B08WWG91Q3?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08WWG91Q3&pd_rd_r=eb189e62-eb3d-46aa-9c00-2acf1ef66d70&pd_rd_w=t1Wks&pd_rd_wg=Y431A&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=0TGR415NAQEBVX4KYC3X&qid=1675424363&sprefix=ba%2Caps%2C283&sr=1-2-cc7a04fe-cc55-42ad-b883-1b910070c86a
Blue Tree 10 LTR Velvet School Backpack,288.,4.0 out of 5 stars,"['1,044', 'ratings']",https://www.amazon.in/Blue-Tree-Velvet-Spiderman-School/dp/B07HLYW3FF/ref=sxin_24_trfob_2_B07HLYW3FF?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07HLYW3FF&pd_rd_r=eb189e62-eb3d-46aa-9c00-2acf1ef66d70&pd_rd_w=t1Wks&pd_rd_wg=Y431A&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=0TGR415NAQEBVX4KYC3X&qid=1675424363&sprefix=ba%2Caps%2C283&sr=1-3-cc7a04fe-cc55-42ad-b883-1b910070c86a
"MosQuick® Clear large Drawstring Bags Clear Plastic Travel Bags, Travel Garments Organizing Storage Plastic Bags ,Shoe bags , Stationery Bag,multipurpose bag - Translucent",399.,4.3 out of 5 stars,"['46', 'ratings']",https://www.amazon.in/MosQuick%C2%AE-Drawstring-Organizing-Stationery-multipurpose/dp/B09SB5DP5Y/ref=sxin_24_trfob_3_B09SB5DP5Y?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09SB5DP5Y&pd_rd_r=eb189e62-eb3d-46aa-9c00-2acf1ef66d70&pd_rd_w=t1Wks&pd_rd_wg=Y431A&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=0TGR415NAQEBVX4KYC3X&qid=1675424363&sprefix=ba%2Caps%2C283&sr=1-4-cc7a04fe-cc55-42ad-b883-1b910070c86a
Amazon Brand - Solimo Polyester Duffel Gym Bag with Shoe Compartment,549.,4.2 out of 5 stars,"['93', 'ratings']",https://www.amazon.in/Amazon-Brand-Solimo-so_flingyrqba_6-Gym/dp/B084DQ182R/ref=sxin_24_trfob_4_B084DQ182R?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B084DQ182R&pd_rd_r=eb189e62-eb3d-46aa-9c00-2acf1ef66d70&pd_rd_w=t1Wks&pd_rd_wg=Y431A&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=0TGR415NAQEBVX4KYC3X&qid=1675424363&sprefix=ba%2Caps%2C283&sr=1-5-cc7a04fe-cc55-42ad-b883-1b910070c86a
blue tree 10 ltrs (5 Cms)Backpack(Rider01_Yellow),288.,4.0 out of 5 stars,"['61', 'ratings']",https://www.amazon.in/Backpack-Toddler-Animal-Cartoon-Travel/dp/B09H3H3898/ref=sxin_24_trfob_5_B09H3H3898?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09H3H3898&pd_rd_r=eb189e62-eb3d-46aa-9c00-2acf1ef66d70&pd_rd_w=t1Wks&pd_rd_wg=Y431A&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=0TGR415NAQEBVX4KYC3X&qid=1675424363&sprefix=ba%2Caps%2C283&sr=1-6-cc7a04fe-cc55-42ad-b883-1b910070c86a
blue tree 15 ltrs (38 Cms) backpack(INVALID DATA_red),288.,4.0 out of 5 stars,"['218', 'ratings']",https://www.amazon.in/Backpack-Toddler-Animal-Cartoon-Red-Stawberry/dp/B089WFG3BK/ref=sxin_24_trfob_6_B089WFG3BK?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B089WFG3BK&pd_rd_r=eb189e62-eb3d-46aa-9c00-2acf1ef66d70&pd_rd_w=t1Wks&pd_rd_wg=Y431A&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=0TGR415NAQEBVX4KYC3X&qid=1675424363&sprefix=ba%2Caps%2C283&sr=1-7-cc7a04fe-cc55-42ad-b883-1b910070c86a
blue tree 10 ltrs (35 Cms) backpack(VS-Items-3_pink),288.,4.0 out of 5 stars,"['663', 'ratings']",https://www.amazon.in/Blue-Tree-Synthetic-Cartton-Minnie/dp/B07CXXYQ5X/ref=sxin_24_trfob_7_B07CXXYQ5X?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07CXXYQ5X&pd_rd_r=eb189e62-eb3d-46aa-9c00-2acf1ef66d70&pd_rd_w=t1Wks&pd_rd_wg=Y431A&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=0TGR415NAQEBVX4KYC3X&qid=1675424363&sprefix=ba%2Caps%2C283&sr=1-8-cc7a04fe-cc55-42ad-b883-1b910070c86a
Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,849.,3.9 out of 5 stars,"['2,126', 'ratings']",https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_11?crid=2M096C61O4MLT&keywords=bags&qid=1675424363&sprefix=ba%2Caps%2C283&sr=8-11
"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather",999.,3.9 out of 5 stars,"['710', 'ratings']",https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_12?crid=2M096C61O4MLT&keywords=bags&qid=1675424363&sprefix=ba%2Caps%2C283&sr=8-12
"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",599.,3.8 out of 5 stars,"['628', 'ratings']",https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1675424363&sprefix=ba%2Caps%2C283&sr=8-13
Bennett™ Mystic Formal Business Briefcase Bag Crossbody Messenger College Bags For Men Women MacBook INoteBook ITablet Laptop Upto 15.6 Inch | Handbags with Shoulder Straps (Blue) 6 Months Warranty,512.,4.1 out of 5 stars,"['4,860', 'ratings']",https://www.amazon.in/Bennett-Mystic-Shoulder-Messenger-Repellent/dp/B08X2T2M8G/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1675424363&sprefix=ba%2Caps%2C283&sr=8-14
ADISA Laptop Backpack 31 Ltrs,499,4.0 out of 5 stars,"['8,992', 'ratings']",https://www.amazon.in/ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1675424363&sprefix=ba%2Caps%2C283&sr=8-15
Half Moon 35 ltrs (33 cms)backpack(Navy Laptop Bags_navy blue),689,3.9 out of 5 stars,"['14,911', 'ratings']",https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1675424363&sprefix=ba%2Caps%2C283&sr=8-16
"INOVERA Faux Leather Women Handbags Shoulder Hobo Bag Purse With Long Strap, 32L x 13B x 30H cm","1,399.",4.1 out of 5 stars,"['6,804', 'ratings']",https://www.amazon.in/Inovera-Label-Women-Handbags-Shoulder/dp/B08CMQD4BC/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1675424364&sprefix=ba%2Caps%2C283&sr=8-17
Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,849,3.9 out of 5 stars,"['2,126', 'ratings']",https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1675424364&sprefix=ba%2Caps%2C283&sr=8-18
NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,239,4.0 out of 5 stars,"['1,983', 'ratings']",https://www.amazon.in/Nivia-6853-Polyester-Basic-Duffle/dp/B07FWQ9HRV/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1675424364&sprefix=ba%2Caps%2C283&sr=8-19
ADISA Light Weight Laptop Backpack 32 Ltrs,499.,4.0 out of 5 stars,"['5,547', 'ratings']",https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1675424364&sprefix=ba%2Caps%2C283&sr=8-20
SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB),299.,4.0 out of 5 stars,"['17,773', 'ratings']",https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_21?crid=2M096C61O4MLT&keywords=bags&qid=1675424364&sprefix=ba%2Caps%2C283&sr=8-21
"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",599,3.8 out of 5 stars,"['628', 'ratings']",https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_22?crid=2M096C61O4MLT&keywords=bags&qid=1675424364&sprefix=ba%2Caps%2C283&sr=8-22
"LuvLap Baby Breast Milk Storage Bags (Pack of 25), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent",308.,4.3 out of 5 stars,"['516', 'ratings']",https://www.amazon.in/Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZZ57FT/ref=sr_1_23?crid=2M096C61O4MLT&keywords=bags&qid=1675424364&sprefix=ba%2Caps%2C283&sr=8-23
ADISA Laptop Backpack 31 Ltrs,499,4.0 out of 5 stars,"['8,992', 'ratings']",https://www.amazon.in/ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC/ref=sr_1_24?crid=2M096C61O4MLT&keywords=bags&qid=1675424364&sprefix=ba%2Caps%2C283&sr=8-24
Wesley Ignite Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18.5 inches) (Compatible with 39.62cm(15.6inch laptop),599.,3.8 out of 5 stars,"['4', 'ratings']",https://www.amazon.in/Wesley-Waterproof-Backpack-Business-Dimensions/dp/B0BMQ4D59H/ref=sr_1_25?crid=2M096C61O4MLT&keywords=bags&qid=1675424364&sprefix=ba%2Caps%2C283&sr=8-25
"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK)",899,3.9 out of 5 stars,"['675', 'ratings']",https://www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B25Z8M2/ref=sr_1_26?crid=2M096C61O4MLT&keywords=bags&qid=1675424364&sprefix=ba%2Caps%2C283&sr=8-26
"FUR JADEN 15.6 Inch Smart Laptop Backpack Bag With USB Charging Port, Anti Theft Pocket and Accessories Organiser for Men Women Boys Girls","1,199.",4.8 out of 5 stars,"['44', 'ratings']",https://www.amazon.in/FUR-JADEN-Backpack-Accessories-Organiser/dp/B0BSHBH9K2/ref=sr_1_27?crid=2M096C61O4MLT&keywords=bags&qid=1675424364&sprefix=ba%2Caps%2C283&sr=8-27
